Ausschreibung;Beschreibung;Angebotenes Volumen;Einheit;Zugesprochenes Volumen;Einheit;Leistungspreis;Einheit;Kosten;Einheit;Preis;Einheit;Land;Angebotspreis;Einheit;Teilbarkeit
TRL-_24_KW15_S1;Tertiary Power DOWN;5;MW;5;MW;2016.00;CHF/MW;10080.00;CHF;12.00;CHF/MWh*;CH;12.00;CHF/MWh*;
TRL-_24_KW15_S1;Tertiary Power DOWN;10;MW;10;MW;3024.00;CHF/MW;30240.00;CHF;18.00;CHF/MWh*;CH;18.00;CHF/MWh*;
TRL-_24_KW15_S1;Tertiary Power DOWN;25;MW;0;MW;4132.80;CHF/MW;0.00;CHF;24.60;CHF/MWh*;CH;24.60;CHF/MWh*;
TRL-_24_KW15_S1;Tertiary Power DOWN;25;MW;0;MW;6988.80;CHF/MW;0.00;CHF;41.60;CHF/MWh*;CH;41.60;CHF/MWh*;
TRL-_24_KW15_S1;Tertiary Power DOWN;100;MW;0;MW;17472.00;CHF/MW;0.00;CHF;104.00;CHF/MWh*;CH;104.00;CHF/MWh*;
TRL-_24_KW15_S1;Tertiary Power DOWN;5;MW;0;MW;11111.00;CHF/MW;0.00;CHF;66.14;CHF/MWh*;CH;66.14;CHF/MWh*;
TRL-_24_KW15_S1;Tertiary Power DOWN;12;MW;12;MW;1903.44;CHF/MW;22841.28;CHF;11.33;CHF/MWh*;CH;11.33;CHF/MWh*;
TRL-_24_KW15_S1;Tertiary Power DOWN;5;MW;0;MW;15000.00;CHF/MW;0.00;CHF;89.29;CHF/MWh*;CH;89.29;CHF/MWh*;
TRL-_24_KW15_S1;Tertiary Power DOWN;5;MW;0;MW;8888.00;CHF/MW;0.00;CHF;52.90;CHF/MWh*;CH;52.90;CHF/MWh*;
TRL-_24_KW16_S1;Tertiary Power DOWN;100;MW;100;MW;1990.80;CHF/MW;199080.00;CHF;11.85;CHF/MWh*;CH;11.85;CHF/MWh*;
TRL-_24_KW16_S1;Tertiary Power DOWN;90;MW;30;MW;1892.00;CHF/MW;56760.00;CHF;11.26;CHF/MWh*;CH;11.26;CHF/MWh*;
TRL-_24_KW16_S1;Tertiary Power DOWN;20;MW;20;MW;1591.00;CHF/MW;31820.00;CHF;9.47;CHF/MWh*;CH;9.47;CHF/MWh*;
TRL-_24_KW16_S1;Tertiary Power DOWN;15;MW;15;MW;1611.00;CHF/MW;24165.00;CHF;9.59;CHF/MWh*;CH;9.59;CHF/MWh*;
TRL-_24_KW16_S1;Tertiary Power DOWN;5;MW;0;MW;6856.00;CHF/MW;0.00;CHF;40.81;CHF/MWh*;CH;40.81;CHF/MWh*;
TRL-_24_KW16_S1;Tertiary Power DOWN;7;MW;7;MW;1611.00;CHF/MW;11277.00;CHF;9.59;CHF/MWh*;CH;9.59;CHF/MWh*;
TRL-_24_KW16_S1;Tertiary Power DOWN;10;MW;10;MW;1631.00;CHF/MW;16310.00;CHF;9.71;CHF/MWh*;CH;9.71;CHF/MWh*;
TRL-_24_KW16_S1;Tertiary Power DOWN;5;MW;0;MW;11661.00;CHF/MW;0.00;CHF;69.41;CHF/MWh*;CH;69.41;CHF/MWh*;
TRL-_24_KW16_S1;Tertiary Power DOWN;5;MW;5;MW;2000.00;CHF/MW;10000.00;CHF;11.90;CHF/MWh*;CH;11.90;CHF/MWh*;
TRL-_24_KW16_S1;Tertiary Power DOWN;5;MW;0;MW;4649.00;CHF/MW;0.00;CHF;27.67;CHF/MWh*;CH;27.67;CHF/MWh*;
TRL-_24_KW16_S1;Tertiary Power DOWN;28;MW;28;MW;1753.00;CHF/MW;49084.00;CHF;10.43;CHF/MWh*;CH;10.43;CHF/MWh*;
TRL-_24_KW16_S1;Tertiary Power DOWN;5;MW;0;MW;6935.00;CHF/MW;0.00;CHF;41.28;CHF/MWh*;CH;41.28;CHF/MWh*;
TRL-_24_KW16_S1;Tertiary Power DOWN;5;MW;0;MW;4728.00;CHF/MW;0.00;CHF;28.14;CHF/MWh*;CH;28.14;CHF/MWh*;
TRL-_24_KW16_S1;Tertiary Power DOWN;5;MW;0;MW;11582.00;CHF/MW;0.00;CHF;68.94;CHF/MWh*;CH;68.94;CHF/MWh*;
TRL-_24_KW16_S1;Tertiary Power DOWN;25;MW;9;MW;2629.20;CHF/MW;23662.80;CHF;15.65;CHF/MWh*;CH;15.65;CHF/MWh*;
TRL-_24_KW16_S1;Tertiary Power DOWN;5;MW;0;MW;2800.00;CHF/MW;0.00;CHF;16.67;CHF/MWh*;CH;16.67;CHF/MWh*;
TRL-_24_KW16_S1;Tertiary Power DOWN;25;MW;0;MW;4174.80;CHF/MW;0.00;CHF;24.85;CHF/MWh*;CH;24.85;CHF/MWh*;
TRL-_24_KW16_S1;Tertiary Power DOWN;100;MW;0;MW;12524.40;CHF/MW;0.00;CHF;74.55;CHF/MWh*;CH;74.55;CHF/MWh*;
TRL-_24_KW16_S1;Tertiary Power DOWN;5;MW;5;MW;2016.00;CHF/MW;10080.00;CHF;12.00;CHF/MWh*;CH;12.00;CHF/MWh*;
TRL-_24_KW16_S1;Tertiary Power DOWN;86;MW;0;MW;4559.00;CHF/MW;0.00;CHF;27.14;CHF/MWh*;CH;27.14;CHF/MWh*;
TRL-_24_KW16_S1;Tertiary Power DOWN;10;MW;0;MW;3024.00;CHF/MW;0.00;CHF;18.00;CHF/MWh*;CH;18.00;CHF/MWh*;
TRL-_24_KW16_S1;Tertiary Power DOWN;12;MW;12;MW;2252.88;CHF/MW;27034.56;CHF;13.41;CHF/MWh*;CH;13.41;CHF/MWh*;
TRL-_24_KW16_S1;Tertiary Power DOWN;64;MW;0;MW;4195.00;CHF/MW;0.00;CHF;24.97;CHF/MWh*;CH;24.97;CHF/MWh*;
TRL-_24_KW16_S1;Tertiary Power DOWN;9;MW;0;MW;3750.00;CHF/MW;0.00;CHF;22.32;CHF/MWh*;CH;22.32;CHF/MWh*;
TRL-_24_KW16_S1;Tertiary Power DOWN;8;MW;8;MW;2184.00;CHF/MW;17472.00;CHF;13.00;CHF/MWh*;CH;13.00;CHF/MWh*;
TRL-_24_KW16_S1;Tertiary Power DOWN;5;MW;0;MW;5750.00;CHF/MW;0.00;CHF;34.23;CHF/MWh*;CH;34.23;CHF/MWh*;
TRL-_24_KW16_S1;Tertiary Power DOWN;10;MW;0;MW;3444.00;CHF/MW;0.00;CHF;20.50;CHF/MWh*;CH;20.50;CHF/MWh*;
TRL-_24_KW16_S1;Tertiary Power DOWN;5;MW;0;MW;4032.00;CHF/MW;0.00;CHF;24.00;CHF/MWh*;CH;24.00;CHF/MWh*;
TRL-_24_KW16_S1;Tertiary Power DOWN;64;MW;0;MW;5653.00;CHF/MW;0.00;CHF;33.65;CHF/MWh*;CH;33.65;CHF/MWh*;
TRL-_24_KW16_S1;Tertiary Power DOWN;11;MW;0;MW;3135.00;CHF/MW;0.00;CHF;18.66;CHF/MWh*;CH;18.66;CHF/MWh*;
TRL-_24_KW16_S1;Tertiary Power DOWN;5;MW;5;MW;2016.00;CHF/MW;10080.00;CHF;12.00;CHF/MWh*;CH;12.00;CHF/MWh*;
TRL-_24_KW16_S1;Tertiary Power DOWN;5;MW;0;MW;8888.00;CHF/MW;0.00;CHF;52.90;CHF/MWh*;CH;52.90;CHF/MWh*;
TRL-_24_KW16_S1;Tertiary Power DOWN;13;MW;0;MW;3167.00;CHF/MW;0.00;CHF;18.85;CHF/MWh*;CH;18.85;CHF/MWh*;
TRL-_24_KW16_S1;Tertiary Power DOWN;5;MW;0;MW;11111.00;CHF/MW;0.00;CHF;66.14;CHF/MWh*;CH;66.14;CHF/MWh*;
TRL-_24_KW16_S1;Tertiary Power DOWN;5;MW;0;MW;15000.00;CHF/MW;0.00;CHF;89.29;CHF/MWh*;CH;89.29;CHF/MWh*;
TRL-_24_KW17_S1;Tertiary Power DOWN;90;MW;70;MW;2745.00;CHF/MW;192150.00;CHF;16.34;CHF/MWh*;CH;16.34;CHF/MWh*;
TRL-_24_KW17_S1;Tertiary Power DOWN;20;MW;20;MW;1617.00;CHF/MW;32340.00;CHF;9.62;CHF/MWh*;CH;9.62;CHF/MWh*;
TRL-_24_KW17_S1;Tertiary Power DOWN;5;MW;0;MW;7235.00;CHF/MW;0.00;CHF;43.07;CHF/MWh*;CH;43.07;CHF/MWh*;
TRL-_24_KW17_S1;Tertiary Power DOWN;10;MW;10;MW;1657.00;CHF/MW;16570.00;CHF;9.86;CHF/MWh*;CH;9.86;CHF/MWh*;
TRL-_24_KW17_S1;Tertiary Power DOWN;86;MW;0;MW;4448.00;CHF/MW;0.00;CHF;26.48;CHF/MWh*;CH;26.48;CHF/MWh*;
TRL-_24_KW17_S1;Tertiary Power DOWN;5;MW;0;MW;5750.00;CHF/MW;0.00;CHF;34.23;CHF/MWh*;CH;34.23;CHF/MWh*;
TRL-_24_KW17_S1;Tertiary Power DOWN;5;MW;5;MW;2000.00;CHF/MW;10000.00;CHF;11.90;CHF/MWh*;CH;11.90;CHF/MWh*;
TRL-_24_KW17_S1;Tertiary Power DOWN;5;MW;5;MW;2016.00;CHF/MW;10080.00;CHF;12.00;CHF/MWh*;CH;12.00;CHF/MWh*;
TRL-_24_KW17_S1;Tertiary Power DOWN;5;MW;0;MW;4000.00;CHF/MW;0.00;CHF;23.81;CHF/MWh*;CH;23.81;CHF/MWh*;
TRL-_24_KW17_S1;Tertiary Power DOWN;7;MW;7;MW;1932.00;CHF/MW;13524.00;CHF;11.50;CHF/MWh*;CH;11.50;CHF/MWh*;
TRL-_24_KW17_S1;Tertiary Power DOWN;15;MW;15;MW;1637.00;CHF/MW;24555.00;CHF;9.74;CHF/MWh*;CH;9.74;CHF/MWh*;
TRL-_24_KW17_S1;Tertiary Power DOWN;11;MW;10;MW;3568.00;CHF/MW;35680.00;CHF;21.24;CHF/MWh*;CH;21.24;CHF/MWh*;
TRL-_24_KW17_S1;Tertiary Power DOWN;9;MW;9;MW;1637.00;CHF/MW;14733.00;CHF;9.74;CHF/MWh*;CH;9.74;CHF/MWh*;
TRL-_24_KW17_S1;Tertiary Power DOWN;28;MW;28;MW;2915.00;CHF/MW;81620.00;CHF;17.35;CHF/MWh*;CH;17.35;CHF/MWh*;
TRL-_24_KW17_S1;Tertiary Power DOWN;9;MW;9;MW;3750.00;CHF/MW;33750.00;CHF;22.32;CHF/MWh*;CH;22.32;CHF/MWh*;
TRL-_24_KW17_S1;Tertiary Power DOWN;100;MW;0;MW;3662.40;CHF/MW;0.00;CHF;21.80;CHF/MWh*;CH;21.80;CHF/MWh*;
TRL-_24_KW17_S1;Tertiary Power DOWN;13;MW;12;MW;3604.00;CHF/MW;43248.00;CHF;21.45;CHF/MWh*;CH;21.45;CHF/MWh*;
TRL-_24_KW17_S1;Tertiary Power DOWN;7;MW;7;MW;2100.00;CHF/MW;14700.00;CHF;12.50;CHF/MWh*;CH;12.50;CHF/MWh*;
TRL-_24_KW17_S1;Tertiary Power DOWN;5;MW;0;MW;4818.00;CHF/MW;0.00;CHF;28.68;CHF/MWh*;CH;28.68;CHF/MWh*;
TRL-_24_KW17_S1;Tertiary Power DOWN;5;MW;5;MW;1932.00;CHF/MW;9660.00;CHF;11.50;CHF/MWh*;CH;11.50;CHF/MWh*;
TRL-_24_KW17_S1;Tertiary Power DOWN;64;MW;0;MW;4092.00;CHF/MW;0.00;CHF;24.36;CHF/MWh*;CH;24.36;CHF/MWh*;
TRL-_24_KW17_S1;Tertiary Power DOWN;5;MW;0;MW;4897.00;CHF/MW;0.00;CHF;29.15;CHF/MWh*;CH;29.15;CHF/MWh*;
TRL-_24_KW17_S1;Tertiary Power DOWN;5;MW;0;MW;11956.00;CHF/MW;0.00;CHF;71.17;CHF/MWh*;CH;71.17;CHF/MWh*;
TRL-_24_KW17_S1;Tertiary Power DOWN;5;MW;5;MW;2100.00;CHF/MW;10500.00;CHF;12.50;CHF/MWh*;CH;12.50;CHF/MWh*;
TRL-_24_KW17_S1;Tertiary Power DOWN;64;MW;0;MW;5515.00;CHF/MW;0.00;CHF;32.83;CHF/MWh*;CH;32.83;CHF/MWh*;
TRL-_24_KW17_S1;Tertiary Power DOWN;10;MW;10;MW;3360.00;CHF/MW;33600.00;CHF;20.00;CHF/MWh*;CH;20.00;CHF/MWh*;
TRL-_24_KW17_S1;Tertiary Power DOWN;5;MW;0;MW;7156.00;CHF/MW;0.00;CHF;42.60;CHF/MWh*;CH;42.60;CHF/MWh*;
TRL-_24_KW17_S1;Tertiary Power DOWN;5;MW;0;MW;12035.00;CHF/MW;0.00;CHF;71.64;CHF/MWh*;CH;71.64;CHF/MWh*;
TRL-_24_KW17_S1;Tertiary Power DOWN;5;MW;5;MW;2800.00;CHF/MW;14000.00;CHF;16.67;CHF/MWh*;CH;16.67;CHF/MWh*;
TRL-_24_KW17_S1;Tertiary Power DOWN;10;MW;10;MW;2940.00;CHF/MW;29400.00;CHF;17.50;CHF/MWh*;CH;17.50;CHF/MWh*;
TRL-_24_KW17_S1;Tertiary Power DOWN;25;MW;0;MW;4166.40;CHF/MW;0.00;CHF;24.80;CHF/MWh*;CH;24.80;CHF/MWh*;
TRL-_24_KW17_S1;Tertiary Power DOWN;25;MW;0;MW;5846.40;CHF/MW;0.00;CHF;34.80;CHF/MWh*;CH;34.80;CHF/MWh*;
TRL-_24_KW17_S1;Tertiary Power DOWN;100;MW;0;MW;17539.20;CHF/MW;0.00;CHF;104.40;CHF/MWh*;CH;104.40;CHF/MWh*;
TRL-_24_KW17_S1;Tertiary Power DOWN;5;MW;0;MW;15000.00;CHF/MW;0.00;CHF;89.29;CHF/MWh*;CH;89.29;CHF/MWh*;
TRL-_24_KW17_S1;Tertiary Power DOWN;5;MW;0;MW;11111.00;CHF/MW;0.00;CHF;66.14;CHF/MWh*;CH;66.14;CHF/MWh*;
TRL-_24_KW17_S1;Tertiary Power DOWN;12;MW;12;MW;1851.36;CHF/MW;22216.32;CHF;11.02;CHF/MWh*;CH;11.02;CHF/MWh*;
TRL-_24_KW17_S1;Tertiary Power DOWN;5;MW;0;MW;8888.00;CHF/MW;0.00;CHF;52.90;CHF/MWh*;CH;52.90;CHF/MWh*;
TRL-_24_KW18_S1;Tertiary Power DOWN;5;MW;0;MW;4000.00;CHF/MW;0.00;CHF;23.81;CHF/MWh*;CH;23.81;CHF/MWh*;
TRL-_24_KW18_S1;Tertiary Power DOWN;90;MW;30;MW;1644.00;CHF/MW;49320.00;CHF;9.79;CHF/MWh*;CH;9.79;CHF/MWh*;
TRL-_24_KW18_S1;Tertiary Power DOWN;100;MW;100;MW;2293.20;CHF/MW;229320.00;CHF;13.65;CHF/MWh*;CH;13.65;CHF/MWh*;
TRL-_24_KW18_S1;Tertiary Power DOWN;5;MW;0;MW;2800.00;CHF/MW;0.00;CHF;16.67;CHF/MWh*;CH;16.67;CHF/MWh*;
TRL-_24_KW18_S1;Tertiary Power DOWN;15;MW;15;MW;1470.00;CHF/MW;22050.00;CHF;8.75;CHF/MWh*;CH;8.75;CHF/MWh*;
TRL-_24_KW18_S1;Tertiary Power DOWN;10;MW;10;MW;1470.00;CHF/MW;14700.00;CHF;8.75;CHF/MWh*;CH;8.75;CHF/MWh*;
TRL-_24_KW18_S1;Tertiary Power DOWN;5;MW;0;MW;7235.00;CHF/MW;0.00;CHF;43.07;CHF/MWh*;CH;43.07;CHF/MWh*;
TRL-_24_KW18_S1;Tertiary Power DOWN;25;MW;25;MW;1430.00;CHF/MW;35750.00;CHF;8.51;CHF/MWh*;CH;8.51;CHF/MWh*;
TRL-_24_KW18_S1;Tertiary Power DOWN;5;MW;5;MW;2500.00;CHF/MW;12500.00;CHF;14.88;CHF/MWh*;CH;14.88;CHF/MWh*;
TRL-_24_KW18_S1;Tertiary Power DOWN;11;MW;11;MW;1450.00;CHF/MW;15950.00;CHF;8.63;CHF/MWh*;CH;8.63;CHF/MWh*;
TRL-_24_KW18_S1;Tertiary Power DOWN;28;MW;0;MW;4134.00;CHF/MW;0.00;CHF;24.61;CHF/MWh*;CH;24.61;CHF/MWh*;
TRL-_24_KW18_S1;Tertiary Power DOWN;5;MW;0;MW;4897.00;CHF/MW;0.00;CHF;29.15;CHF/MWh*;CH;29.15;CHF/MWh*;
TRL-_24_KW18_S1;Tertiary Power DOWN;5;MW;0;MW;11956.00;CHF/MW;0.00;CHF;71.17;CHF/MWh*;CH;71.17;CHF/MWh*;
TRL-_24_KW18_S1;Tertiary Power DOWN;5;MW;0;MW;4818.00;CHF/MW;0.00;CHF;28.68;CHF/MWh*;CH;28.68;CHF/MWh*;
TRL-_24_KW18_S1;Tertiary Power DOWN;5;MW;0;MW;7156.00;CHF/MW;0.00;CHF;42.60;CHF/MWh*;CH;42.60;CHF/MWh*;
TRL-_24_KW18_S1;Tertiary Power DOWN;5;MW;0;MW;12035.00;CHF/MW;0.00;CHF;71.64;CHF/MWh*;CH;71.64;CHF/MWh*;
TRL-_24_KW18_S1;Tertiary Power DOWN;25;MW;24;MW;2805.60;CHF/MW;67334.40;CHF;16.70;CHF/MWh*;CH;16.70;CHF/MWh*;
TRL-_24_KW18_S1;Tertiary Power DOWN;25;MW;0;MW;4477.20;CHF/MW;0.00;CHF;26.65;CHF/MWh*;CH;26.65;CHF/MWh*;
TRL-_24_KW18_S1;Tertiary Power DOWN;100;MW;0;MW;13431.60;CHF/MW;0.00;CHF;79.95;CHF/MWh*;CH;79.95;CHF/MWh*;
TRL-_24_KW18_S1;Tertiary Power DOWN;9;MW;0;MW;3750.00;CHF/MW;0.00;CHF;22.32;CHF/MWh*;CH;22.32;CHF/MWh*;
TRL-_24_KW18_S1;Tertiary Power DOWN;86;MW;0;MW;4741.00;CHF/MW;0.00;CHF;28.22;CHF/MWh*;CH;28.22;CHF/MWh*;
TRL-_24_KW18_S1;Tertiary Power DOWN;6;MW;6;MW;1932.00;CHF/MW;11592.00;CHF;11.50;CHF/MWh*;CH;11.50;CHF/MWh*;
TRL-_24_KW18_S1;Tertiary Power DOWN;10;MW;0;MW;2772.00;CHF/MW;0.00;CHF;16.50;CHF/MWh*;CH;16.50;CHF/MWh*;
TRL-_24_KW18_S1;Tertiary Power DOWN;5;MW;5;MW;1764.00;CHF/MW;8820.00;CHF;10.50;CHF/MWh*;CH;10.50;CHF/MWh*;
TRL-_24_KW18_S1;Tertiary Power DOWN;6;MW;6;MW;1764.00;CHF/MW;10584.00;CHF;10.50;CHF/MWh*;CH;10.50;CHF/MWh*;
TRL-_24_KW18_S1;Tertiary Power DOWN;13;MW;0;MW;4131.00;CHF/MW;0.00;CHF;24.59;CHF/MWh*;CH;24.59;CHF/MWh*;
TRL-_24_KW18_S1;Tertiary Power DOWN;11;MW;0;MW;4090.00;CHF/MW;0.00;CHF;24.35;CHF/MWh*;CH;24.35;CHF/MWh*;
TRL-_24_KW18_S1;Tertiary Power DOWN;10;MW;0;MW;3192.00;CHF/MW;0.00;CHF;19.00;CHF/MWh*;CH;19.00;CHF/MWh*;
TRL-_24_KW18_S1;Tertiary Power DOWN;5;MW;0;MW;5750.00;CHF/MW;0.00;CHF;34.23;CHF/MWh*;CH;34.23;CHF/MWh*;
TRL-_24_KW18_S1;Tertiary Power DOWN;5;MW;0;MW;11111.00;CHF/MW;0.00;CHF;66.14;CHF/MWh*;CH;66.14;CHF/MWh*;
TRL-_24_KW18_S1;Tertiary Power DOWN;12;MW;12;MW;1732.08;CHF/MW;20784.96;CHF;10.31;CHF/MWh*;CH;10.31;CHF/MWh*;
TRL-_24_KW18_S1;Tertiary Power DOWN;64;MW;0;MW;4361.00;CHF/MW;0.00;CHF;25.96;CHF/MWh*;CH;25.96;CHF/MWh*;
TRL-_24_KW18_S1;Tertiary Power DOWN;5;MW;0;MW;3192.00;CHF/MW;0.00;CHF;19.00;CHF/MWh*;CH;19.00;CHF/MWh*;
TRL-_24_KW18_S1;Tertiary Power DOWN;5;MW;5;MW;1932.00;CHF/MW;9660.00;CHF;11.50;CHF/MWh*;CH;11.50;CHF/MWh*;
TRL-_24_KW18_S1;Tertiary Power DOWN;5;MW;0;MW;15000.00;CHF/MW;0.00;CHF;89.29;CHF/MWh*;CH;89.29;CHF/MWh*;
TRL-_24_KW18_S1;Tertiary Power DOWN;64;MW;0;MW;5879.00;CHF/MW;0.00;CHF;34.99;CHF/MWh*;CH;34.99;CHF/MWh*;
TRL-_24_KW18_S1;Tertiary Power DOWN;5;MW;0;MW;8888.00;CHF/MW;0.00;CHF;52.90;CHF/MWh*;CH;52.90;CHF/MWh*;
TRL-_24_KW19_S1;Tertiary Power DOWN;5;MW;0;MW;4897.00;CHF/MW;0.00;CHF;29.15;CHF/MWh*;CH;29.15;CHF/MWh*;
TRL-_24_KW19_S1;Tertiary Power DOWN;5;MW;0;MW;11956.00;CHF/MW;0.00;CHF;71.17;CHF/MWh*;CH;71.17;CHF/MWh*;
TRL-_24_KW19_S1;Tertiary Power DOWN;90;MW;30;MW;1664.00;CHF/MW;49920.00;CHF;9.90;CHF/MWh*;CH;9.90;CHF/MWh*;
TRL-_24_KW19_S1;Tertiary Power DOWN;5;MW;0;MW;3000.00;CHF/MW;0.00;CHF;17.86;CHF/MWh*;CH;17.86;CHF/MWh*;
TRL-_24_KW19_S1;Tertiary Power DOWN;5;MW;5;MW;1629.60;CHF/MW;8148.00;CHF;9.70;CHF/MWh*;CH;9.70;CHF/MWh*;
TRL-_24_KW19_S1;Tertiary Power DOWN;20;MW;20;MW;1450.00;CHF/MW;29000.00;CHF;8.63;CHF/MWh*;CH;8.63;CHF/MWh*;
TRL-_24_KW19_S1;Tertiary Power DOWN;86;MW;0;MW;4816.00;CHF/MW;0.00;CHF;28.67;CHF/MWh*;CH;28.67;CHF/MWh*;
TRL-_24_KW19_S1;Tertiary Power DOWN;25;MW;25;MW;1430.00;CHF/MW;35750.00;CHF;8.51;CHF/MWh*;CH;8.51;CHF/MWh*;
TRL-_24_KW19_S1;Tertiary Power DOWN;5;MW;0;MW;7235.00;CHF/MW;0.00;CHF;43.07;CHF/MWh*;CH;43.07;CHF/MWh*;
TRL-_24_KW19_S1;Tertiary Power DOWN;5;MW;0;MW;4000.00;CHF/MW;0.00;CHF;23.81;CHF/MWh*;CH;23.81;CHF/MWh*;
TRL-_24_KW19_S1;Tertiary Power DOWN;10;MW;10;MW;1470.00;CHF/MW;14700.00;CHF;8.75;CHF/MWh*;CH;8.75;CHF/MWh*;
TRL-_24_KW19_S1;Tertiary Power DOWN;5;MW;5;MW;1629.60;CHF/MW;8148.00;CHF;9.70;CHF/MWh*;CH;9.70;CHF/MWh*;
TRL-_24_KW19_S1;Tertiary Power DOWN;5;MW;0;MW;7156.00;CHF/MW;0.00;CHF;42.60;CHF/MWh*;CH;42.60;CHF/MWh*;
TRL-_24_KW19_S1;Tertiary Power DOWN;14;MW;14;MW;1450.00;CHF/MW;20300.00;CHF;8.63;CHF/MWh*;CH;8.63;CHF/MWh*;
TRL-_24_KW19_S1;Tertiary Power DOWN;100;MW;98;MW;2672.40;CHF/MW;261895.20;CHF;15.91;CHF/MWh*;CH;15.91;CHF/MWh*;
TRL-_24_KW19_S1;Tertiary Power DOWN;5;MW;0;MW;12031.00;CHF/MW;0.00;CHF;71.61;CHF/MWh*;CH;71.61;CHF/MWh*;
TRL-_24_KW19_S1;Tertiary Power DOWN;5;MW;0;MW;4818.00;CHF/MW;0.00;CHF;28.68;CHF/MWh*;CH;28.68;CHF/MWh*;
TRL-_24_KW19_S1;Tertiary Power DOWN;5;MW;0;MW;5750.00;CHF/MW;0.00;CHF;34.23;CHF/MWh*;CH;34.23;CHF/MWh*;
TRL-_24_KW19_S1;Tertiary Power DOWN;5;MW;5;MW;2500.00;CHF/MW;12500.00;CHF;14.88;CHF/MWh*;CH;14.88;CHF/MWh*;
TRL-_24_KW19_S1;Tertiary Power DOWN;28;MW;0;MW;3776.00;CHF/MW;0.00;CHF;22.48;CHF/MWh*;CH;22.48;CHF/MWh*;
TRL-_24_KW19_S1;Tertiary Power DOWN;10;MW;10;MW;2637.60;CHF/MW;26376.00;CHF;15.70;CHF/MWh*;CH;15.70;CHF/MWh*;
TRL-_24_KW19_S1;Tertiary Power DOWN;9;MW;0;MW;3750.00;CHF/MW;0.00;CHF;22.32;CHF/MWh*;CH;22.32;CHF/MWh*;
TRL-_24_KW19_S1;Tertiary Power DOWN;5;MW;5;MW;1629.60;CHF/MW;8148.00;CHF;9.70;CHF/MWh*;CH;9.70;CHF/MWh*;
TRL-_24_KW19_S1;Tertiary Power DOWN;11;MW;0;MW;3916.00;CHF/MW;0.00;CHF;23.31;CHF/MWh*;CH;23.31;CHF/MWh*;
TRL-_24_KW19_S1;Tertiary Power DOWN;10;MW;10;MW;1797.60;CHF/MW;17976.00;CHF;10.70;CHF/MWh*;CH;10.70;CHF/MWh*;
TRL-_24_KW19_S1;Tertiary Power DOWN;5;MW;0;MW;2688.00;CHF/MW;0.00;CHF;16.00;CHF/MWh*;CH;16.00;CHF/MWh*;
TRL-_24_KW19_S1;Tertiary Power DOWN;5;MW;5;MW;1797.60;CHF/MW;8988.00;CHF;10.70;CHF/MWh*;CH;10.70;CHF/MWh*;
TRL-_24_KW19_S1;Tertiary Power DOWN;10;MW;0;MW;3057.60;CHF/MW;0.00;CHF;18.20;CHF/MWh*;CH;18.20;CHF/MWh*;
TRL-_24_KW19_S1;Tertiary Power DOWN;13;MW;0;MW;3955.00;CHF/MW;0.00;CHF;23.54;CHF/MWh*;CH;23.54;CHF/MWh*;
TRL-_24_KW19_S1;Tertiary Power DOWN;64;MW;0;MW;4430.00;CHF/MW;0.00;CHF;26.37;CHF/MWh*;CH;26.37;CHF/MWh*;
TRL-_24_KW19_S1;Tertiary Power DOWN;25;MW;0;MW;3679.20;CHF/MW;0.00;CHF;21.90;CHF/MWh*;CH;21.90;CHF/MWh*;
TRL-_24_KW19_S1;Tertiary Power DOWN;64;MW;0;MW;5972.00;CHF/MW;0.00;CHF;35.55;CHF/MWh*;CH;35.55;CHF/MWh*;
TRL-_24_KW19_S1;Tertiary Power DOWN;25;MW;0;MW;5359.20;CHF/MW;0.00;CHF;31.90;CHF/MWh*;CH;31.90;CHF/MWh*;
TRL-_24_KW19_S1;Tertiary Power DOWN;100;MW;0;MW;16077.60;CHF/MW;0.00;CHF;95.70;CHF/MWh*;CH;95.70;CHF/MWh*;
TRL-_24_KW19_S1;Tertiary Power DOWN;5;MW;0;MW;15000.00;CHF/MW;0.00;CHF;89.29;CHF/MWh*;CH;89.29;CHF/MWh*;
TRL-_24_KW19_S1;Tertiary Power DOWN;12;MW;12;MW;1621.20;CHF/MW;19454.40;CHF;9.65;CHF/MWh*;CH;9.65;CHF/MWh*;
TRL-_24_KW19_S1;Tertiary Power DOWN;5;MW;0;MW;8888.00;CHF/MW;0.00;CHF;52.90;CHF/MWh*;CH;52.90;CHF/MWh*;
TRL-_24_KW19_S1;Tertiary Power DOWN;5;MW;0;MW;11111.00;CHF/MW;0.00;CHF;66.14;CHF/MWh*;CH;66.14;CHF/MWh*;
