Ausschreibung,Beschreibung,Total_MW
PRL_23_03_17,Primary control Auction 00:00 bis 04:00,26
PRL_23_03_17,Primary control Auction 04:00 bis 08:00,33
PRL_23_03_17,Primary control Auction 08:00 bis 12:00,91
PRL_23_03_17,Primary control Auction 12:00 bis 16:00,19
PRL_23_03_17,Primary control Auction 16:00 bis 20:00,31
PRL_23_03_17,Primary control Auction 20:00 bis 24:00,19
PRL_23_03_18,Primary control Auction 00:00 bis 04:00,19
PRL_23_03_18,Primary control Auction 04:00 bis 08:00,56
PRL_23_03_18,Primary control Auction 08:00 bis 12:00,99
PRL_23_03_18,Primary control Auction 12:00 bis 16:00,87
PRL_23_03_18,Primary control Auction 16:00 bis 20:00,68
PRL_23_03_18,Primary control Auction 20:00 bis 24:00,19
PRL_23_03_19,Primary control Auction 00:00 bis 04:00,33
PRL_23_03_19,Primary control Auction 04:00 bis 08:00,62
PRL_23_03_19,Primary control Auction 08:00 bis 12:00,59
PRL_23_03_19,Primary control Auction 12:00 bis 16:00,45
PRL_23_03_19,Primary control Auction 16:00 bis 20:00,36
PRL_23_03_19,Primary control Auction 20:00 bis 24:00,23
PRL_23_03_20,Primary control Auction 00:00 bis 04:00,21
PRL_23_03_20,Primary control Auction 04:00 bis 08:00,26
PRL_23_03_20,Primary control Auction 08:00 bis 12:00,45
PRL_23_03_20,Primary control Auction 12:00 bis 16:00,41
PRL_23_03_20,Primary control Auction 16:00 bis 20:00,57
PRL_23_03_20,Primary control Auction 20:00 bis 24:00,47
PRL_23_03_21,Primary control Auction 00:00 bis 04:00,49
PRL_23_03_21,Primary control Auction 04:00 bis 08:00,43
PRL_23_03_21,Primary control Auction 08:00 bis 12:00,30
PRL_23_03_21,Primary control Auction 12:00 bis 16:00,41
PRL_23_03_21,Primary control Auction 16:00 bis 20:00,55
PRL_23_03_21,Primary control Auction 20:00 bis 24:00,37
PRL_23_03_22,Primary control Auction 00:00 bis 04:00,89
PRL_23_03_22,Primary control Auction 04:00 bis 08:00,102
PRL_23_03_22,Primary control Auction 08:00 bis 12:00,139
PRL_23_03_22,Primary control Auction 12:00 bis 16:00,111
PRL_23_03_22,Primary control Auction 16:00 bis 20:00,125
PRL_23_03_22,Primary control Auction 20:00 bis 24:00,63
PRL_23_03_23,Primary control Auction 00:00 bis 04:00,54
PRL_23_03_23,Primary control Auction 04:00 bis 08:00,39
PRL_23_03_23,Primary control Auction 08:00 bis 12:00,45
PRL_23_03_23,Primary control Auction 12:00 bis 16:00,46
PRL_23_03_23,Primary control Auction 16:00 bis 20:00,44
PRL_23_03_23,Primary control Auction 20:00 bis 24:00,44
PRL_23_03_24,Primary control Auction 00:00 bis 04:00,44
PRL_23_03_24,Primary control Auction 04:00 bis 08:00,41
PRL_23_03_24,Primary control Auction 08:00 bis 12:00,41
PRL_23_03_24,Primary control Auction 12:00 bis 16:00,57
PRL_23_03_24,Primary control Auction 16:00 bis 20:00,49
PRL_23_03_24,Primary control Auction 20:00 bis 24:00,53
PRL_23_03_25,Primary control Auction 00:00 bis 04:00,54
PRL_23_03_25,Primary control Auction 04:00 bis 08:00,50
PRL_23_03_25,Primary control Auction 08:00 bis 12:00,52
PRL_23_03_25,Primary control Auction 12:00 bis 16:00,59
PRL_23_03_25,Primary control Auction 16:00 bis 20:00,51
PRL_23_03_25,Primary control Auction 20:00 bis 24:00,54
PRL_23_03_26,Primary control Auction 00:00 bis 04:00,56
PRL_23_03_26,Primary control Auction 04:00 bis 08:00,24
PRL_23_03_26,Primary control Auction 08:00 bis 12:00,52
PRL_23_03_26,Primary control Auction 12:00 bis 16:00,45
PRL_23_03_26,Primary control Auction 16:00 bis 20:00,29
PRL_23_03_26,Primary control Auction 20:00 bis 24:00,21
PRL_23_03_27,Primary control Auction 00:00 bis 04:00,59
PRL_23_03_27,Primary control Auction 04:00 bis 08:00,72
PRL_23_03_27,Primary control Auction 08:00 bis 12:00,102
PRL_23_03_27,Primary control Auction 12:00 bis 16:00,89
PRL_23_03_27,Primary control Auction 16:00 bis 20:00,114
PRL_23_03_27,Primary control Auction 20:00 bis 24:00,40
PRL_23_03_28,Primary control Auction 00:00 bis 04:00,33
PRL_23_03_28,Primary control Auction 04:00 bis 08:00,39
PRL_23_03_28,Primary control Auction 08:00 bis 12:00,45
PRL_23_03_28,Primary control Auction 12:00 bis 16:00,36
PRL_23_03_28,Primary control Auction 16:00 bis 20:00,53
PRL_23_03_28,Primary control Auction 20:00 bis 24:00,21
PRL_23_03_29,Primary control Auction 00:00 bis 04:00,25
PRL_23_03_29,Primary control Auction 04:00 bis 08:00,28
PRL_23_03_29,Primary control Auction 08:00 bis 12:00,42
PRL_23_03_29,Primary control Auction 12:00 bis 16:00,28
PRL_23_03_29,Primary control Auction 16:00 bis 20:00,29
PRL_23_03_29,Primary control Auction 20:00 bis 24:00,39
PRL_23_03_30,Primary control Auction 00:00 bis 04:00,47
PRL_23_03_30,Primary control Auction 04:00 bis 08:00,41
PRL_23_03_30,Primary control Auction 08:00 bis 12:00,54
PRL_23_03_30,Primary control Auction 12:00 bis 16:00,43
PRL_23_03_30,Primary control Auction 16:00 bis 20:00,57
PRL_23_03_30,Primary control Auction 20:00 bis 24:00,41
PRL_23_03_31,Primary control Auction 00:00 bis 04:00,63
PRL_23_03_31,Primary control Auction 04:00 bis 08:00,45
PRL_23_03_31,Primary control Auction 08:00 bis 12:00,49
PRL_23_03_31,Primary control Auction 12:00 bis 16:00,62
PRL_23_03_31,Primary control Auction 16:00 bis 20:00,46
PRL_23_03_31,Primary control Auction 20:00 bis 24:00,47
PRL_23_04_01,Primary control Auction 00:00 bis 04:00,33
PRL_23_04_01,Primary control Auction 04:00 bis 08:00,33
PRL_23_04_01,Primary control Auction 08:00 bis 12:00,45
PRL_23_04_01,Primary control Auction 12:00 bis 16:00,45
PRL_23_04_01,Primary control Auction 16:00 bis 20:00,44
PRL_23_04_01,Primary control Auction 20:00 bis 24:00,42
PRL_23_04_02,Primary control Auction 00:00 bis 04:00,46
PRL_23_04_02,Primary control Auction 04:00 bis 08:00,51
PRL_23_04_02,Primary control Auction 08:00 bis 12:00,46
PRL_23_04_02,Primary control Auction 12:00 bis 16:00,53
PRL_23_04_02,Primary control Auction 16:00 bis 20:00,54
PRL_23_04_02,Primary control Auction 20:00 bis 24:00,35
PRL_23_04_03,Primary control Auction 00:00 bis 04:00,45
PRL_23_04_03,Primary control Auction 04:00 bis 08:00,32
PRL_23_04_03,Primary control Auction 08:00 bis 12:00,50
PRL_23_04_03,Primary control Auction 12:00 bis 16:00,34
PRL_23_04_03,Primary control Auction 16:00 bis 20:00,21
PRL_23_04_03,Primary control Auction 20:00 bis 24:00,20
PRL_23_04_04,Primary control Auction 00:00 bis 04:00,19
PRL_23_04_04,Primary control Auction 04:00 bis 08:00,21
PRL_23_04_04,Primary control Auction 08:00 bis 12:00,52
PRL_23_04_04,Primary control Auction 12:00 bis 16:00,25
PRL_23_04_04,Primary control Auction 16:00 bis 20:00,33
PRL_23_04_04,Primary control Auction 20:00 bis 24:00,19
PRL_23_04_05,Primary control Auction 00:00 bis 04:00,19
PRL_23_04_05,Primary control Auction 04:00 bis 08:00,19
PRL_23_04_05,Primary control Auction 08:00 bis 12:00,30
PRL_23_04_05,Primary control Auction 12:00 bis 16:00,21
PRL_23_04_05,Primary control Auction 16:00 bis 20:00,27
PRL_23_04_05,Primary control Auction 20:00 bis 24:00,19
PRL_23_04_06,Primary control Auction 00:00 bis 04:00,19
PRL_23_04_06,Primary control Auction 04:00 bis 08:00,20
PRL_23_04_06,Primary control Auction 08:00 bis 12:00,51
PRL_23_04_06,Primary control Auction 12:00 bis 16:00,19
PRL_23_04_06,Primary control Auction 16:00 bis 20:00,21
PRL_23_04_06,Primary control Auction 20:00 bis 24:00,19
PRL_23_04_07,Primary control Auction 00:00 bis 04:00,36
PRL_23_04_07,Primary control Auction 04:00 bis 08:00,40
PRL_23_04_07,Primary control Auction 08:00 bis 12:00,34
PRL_23_04_07,Primary control Auction 12:00 bis 16:00,55
PRL_23_04_07,Primary control Auction 16:00 bis 20:00,41
PRL_23_04_07,Primary control Auction 20:00 bis 24:00,38
PRL_23_04_08,Primary control Auction 00:00 bis 04:00,35
PRL_23_04_08,Primary control Auction 04:00 bis 08:00,36
PRL_23_04_08,Primary control Auction 08:00 bis 12:00,43
PRL_23_04_08,Primary control Auction 12:00 bis 16:00,51
PRL_23_04_08,Primary control Auction 16:00 bis 20:00,39
PRL_23_04_08,Primary control Auction 20:00 bis 24:00,38
PRL_23_04_09,Primary control Auction 00:00 bis 04:00,26
PRL_23_04_09,Primary control Auction 04:00 bis 08:00,19
PRL_23_04_09,Primary control Auction 08:00 bis 12:00,37
PRL_23_04_09,Primary control Auction 12:00 bis 16:00,42
PRL_23_04_09,Primary control Auction 16:00 bis 20:00,42
PRL_23_04_09,Primary control Auction 20:00 bis 24:00,23
PRL_23_04_10,Primary control Auction 00:00 bis 04:00,37
PRL_23_04_10,Primary control Auction 04:00 bis 08:00,34
PRL_23_04_10,Primary control Auction 08:00 bis 12:00,52
PRL_23_04_10,Primary control Auction 12:00 bis 16:00,45
PRL_23_04_10,Primary control Auction 16:00 bis 20:00,37
PRL_23_04_10,Primary control Auction 20:00 bis 24:00,35
PRL_23_04_11,Primary control Auction 00:00 bis 04:00,61
PRL_23_04_11,Primary control Auction 04:00 bis 08:00,38
PRL_23_04_11,Primary control Auction 08:00 bis 12:00,61
PRL_23_04_11,Primary control Auction 12:00 bis 16:00,47
PRL_23_04_11,Primary control Auction 16:00 bis 20:00,47
PRL_23_04_11,Primary control Auction 20:00 bis 24:00,40
PRL_23_04_12,Primary control Auction 00:00 bis 04:00,36
PRL_23_04_12,Primary control Auction 04:00 bis 08:00,34
PRL_23_04_12,Primary control Auction 08:00 bis 12:00,36
PRL_23_04_12,Primary control Auction 12:00 bis 16:00,44
PRL_23_04_12,Primary control Auction 16:00 bis 20:00,38
PRL_23_04_12,Primary control Auction 20:00 bis 24:00,40
PRL_23_04_13,Primary control Auction 00:00 bis 04:00,31
PRL_23_04_13,Primary control Auction 04:00 bis 08:00,35
PRL_23_04_13,Primary control Auction 08:00 bis 12:00,114
PRL_23_04_13,Primary control Auction 12:00 bis 16:00,21
PRL_23_04_13,Primary control Auction 16:00 bis 20:00,31
PRL_23_04_13,Primary control Auction 20:00 bis 24:00,38
PRL_23_04_14,Primary control Auction 00:00 bis 04:00,24
PRL_23_04_14,Primary control Auction 04:00 bis 08:00,21
PRL_23_04_14,Primary control Auction 08:00 bis 12:00,23
PRL_23_04_14,Primary control Auction 12:00 bis 16:00,30
PRL_23_04_14,Primary control Auction 16:00 bis 20:00,31
PRL_23_04_14,Primary control Auction 20:00 bis 24:00,33
PRL_23_04_15,Primary control Auction 00:00 bis 04:00,46
PRL_23_04_15,Primary control Auction 04:00 bis 08:00,46
PRL_23_04_15,Primary control Auction 08:00 bis 12:00,45
PRL_23_04_15,Primary control Auction 12:00 bis 16:00,55
PRL_23_04_15,Primary control Auction 16:00 bis 20:00,36
PRL_23_04_15,Primary control Auction 20:00 bis 24:00,75
PRL_23_04_16,Primary control Auction 00:00 bis 04:00,45
PRL_23_04_16,Primary control Auction 04:00 bis 08:00,45
PRL_23_04_16,Primary control Auction 08:00 bis 12:00,51
PRL_23_04_16,Primary control Auction 12:00 bis 16:00,37
PRL_23_04_16,Primary control Auction 16:00 bis 20:00,49
PRL_23_04_16,Primary control Auction 20:00 bis 24:00,40
PRL_23_04_17,Primary control Auction 00:00 bis 04:00,33
PRL_23_04_17,Primary control Auction 04:00 bis 08:00,42
PRL_23_04_17,Primary control Auction 08:00 bis 12:00,53
PRL_23_04_17,Primary control Auction 12:00 bis 16:00,68
PRL_23_04_17,Primary control Auction 16:00 bis 20:00,63
PRL_23_04_17,Primary control Auction 20:00 bis 24:00,29
PRL_23_04_18,Primary control Auction 00:00 bis 04:00,58
PRL_23_04_18,Primary control Auction 04:00 bis 08:00,111
PRL_23_04_18,Primary control Auction 08:00 bis 12:00,90
PRL_23_04_18,Primary control Auction 12:00 bis 16:00,56
PRL_23_04_18,Primary control Auction 16:00 bis 20:00,107
PRL_23_04_18,Primary control Auction 20:00 bis 24:00,45
PRL_23_04_19,Primary control Auction 00:00 bis 04:00,31
PRL_23_04_19,Primary control Auction 04:00 bis 08:00,55
PRL_23_04_19,Primary control Auction 08:00 bis 12:00,64
PRL_23_04_19,Primary control Auction 12:00 bis 16:00,80
PRL_23_04_19,Primary control Auction 16:00 bis 20:00,60
PRL_23_04_19,Primary control Auction 20:00 bis 24:00,27
PRL_23_04_20,Primary control Auction 00:00 bis 04:00,35
PRL_23_04_20,Primary control Auction 04:00 bis 08:00,65
PRL_23_04_20,Primary control Auction 08:00 bis 12:00,76
PRL_23_04_20,Primary control Auction 12:00 bis 16:00,76
PRL_23_04_20,Primary control Auction 16:00 bis 20:00,73
PRL_23_04_20,Primary control Auction 20:00 bis 24:00,36
PRL_23_04_21,Primary control Auction 00:00 bis 04:00,19
PRL_23_04_21,Primary control Auction 04:00 bis 08:00,29
PRL_23_04_21,Primary control Auction 08:00 bis 12:00,44
PRL_23_04_21,Primary control Auction 12:00 bis 16:00,52
PRL_23_04_21,Primary control Auction 16:00 bis 20:00,46
PRL_23_04_21,Primary control Auction 20:00 bis 24:00,19
PRL_23_04_22,Primary control Auction 00:00 bis 04:00,19
PRL_23_04_22,Primary control Auction 04:00 bis 08:00,19
PRL_23_04_22,Primary control Auction 08:00 bis 12:00,19
PRL_23_04_22,Primary control Auction 12:00 bis 16:00,19
PRL_23_04_22,Primary control Auction 16:00 bis 20:00,22
PRL_23_04_22,Primary control Auction 20:00 bis 24:00,21
PRL_23_04_23,Primary control Auction 00:00 bis 04:00,37
PRL_23_04_23,Primary control Auction 04:00 bis 08:00,40
PRL_23_04_23,Primary control Auction 08:00 bis 12:00,24
PRL_23_04_23,Primary control Auction 12:00 bis 16:00,35
PRL_23_04_23,Primary control Auction 16:00 bis 20:00,29
PRL_23_04_23,Primary control Auction 20:00 bis 24:00,23
PRL_23_04_24,Primary control Auction 00:00 bis 04:00,19
PRL_23_04_24,Primary control Auction 04:00 bis 08:00,19
PRL_23_04_24,Primary control Auction 08:00 bis 12:00,41
PRL_23_04_24,Primary control Auction 12:00 bis 16:00,51
PRL_23_04_24,Primary control Auction 16:00 bis 20:00,50
PRL_23_04_24,Primary control Auction 20:00 bis 24:00,36
PRL_23_04_25,Primary control Auction 00:00 bis 04:00,19
PRL_23_04_25,Primary control Auction 04:00 bis 08:00,23
PRL_23_04_25,Primary control Auction 08:00 bis 12:00,34
PRL_23_04_25,Primary control Auction 12:00 bis 16:00,40
PRL_23_04_25,Primary control Auction 16:00 bis 20:00,36
PRL_23_04_25,Primary control Auction 20:00 bis 24:00,42
PRL_23_04_26,Primary control Auction 00:00 bis 04:00,42
PRL_23_04_26,Primary control Auction 04:00 bis 08:00,54
PRL_23_04_26,Primary control Auction 08:00 bis 12:00,50
PRL_23_04_26,Primary control Auction 12:00 bis 16:00,45
PRL_23_04_26,Primary control Auction 16:00 bis 20:00,76
PRL_23_04_26,Primary control Auction 20:00 bis 24:00,42
PRL_23_04_27,Primary control Auction 00:00 bis 04:00,23
PRL_23_04_27,Primary control Auction 04:00 bis 08:00,26
PRL_23_04_27,Primary control Auction 08:00 bis 12:00,87
PRL_23_04_27,Primary control Auction 12:00 bis 16:00,62
PRL_23_04_27,Primary control Auction 16:00 bis 20:00,73
PRL_23_04_27,Primary control Auction 20:00 bis 24:00,33
PRL_23_04_28,Primary control Auction 00:00 bis 04:00,46
PRL_23_04_28,Primary control Auction 04:00 bis 08:00,49
PRL_23_04_28,Primary control Auction 08:00 bis 12:00,47
PRL_23_04_28,Primary control Auction 12:00 bis 16:00,57
PRL_23_04_28,Primary control Auction 16:00 bis 20:00,32
PRL_23_04_28,Primary control Auction 20:00 bis 24:00,41
PRL_23_04_29,Primary control Auction 00:00 bis 04:00,42
PRL_23_04_29,Primary control Auction 04:00 bis 08:00,46
PRL_23_04_29,Primary control Auction 08:00 bis 12:00,51
PRL_23_04_29,Primary control Auction 12:00 bis 16:00,55
PRL_23_04_29,Primary control Auction 16:00 bis 20:00,56
PRL_23_04_29,Primary control Auction 20:00 bis 24:00,81
PRL_23_04_30,Primary control Auction 00:00 bis 04:00,52
PRL_23_04_30,Primary control Auction 04:00 bis 08:00,54
PRL_23_04_30,Primary control Auction 08:00 bis 12:00,58
PRL_23_04_30,Primary control Auction 12:00 bis 16:00,67
PRL_23_04_30,Primary control Auction 16:00 bis 20:00,56
PRL_23_04_30,Primary control Auction 20:00 bis 24:00,78
PRL_23_05_01,Primary control Auction 00:00 bis 04:00,51
PRL_23_05_01,Primary control Auction 04:00 bis 08:00,52
PRL_23_05_01,Primary control Auction 08:00 bis 12:00,52
PRL_23_05_01,Primary control Auction 12:00 bis 16:00,120
PRL_23_05_01,Primary control Auction 16:00 bis 20:00,62
PRL_23_05_01,Primary control Auction 20:00 bis 24:00,66
PRL_23_05_02,Primary control Auction 00:00 bis 04:00,47
PRL_23_05_02,Primary control Auction 04:00 bis 08:00,73
PRL_23_05_02,Primary control Auction 08:00 bis 12:00,129
PRL_23_05_02,Primary control Auction 12:00 bis 16:00,69
PRL_23_05_02,Primary control Auction 16:00 bis 20:00,89
PRL_23_05_02,Primary control Auction 20:00 bis 24:00,69
PRL_23_05_03,Primary control Auction 00:00 bis 04:00,55
PRL_23_05_03,Primary control Auction 04:00 bis 08:00,56
PRL_23_05_03,Primary control Auction 08:00 bis 12:00,67
PRL_23_05_03,Primary control Auction 12:00 bis 16:00,67
PRL_23_05_03,Primary control Auction 16:00 bis 20:00,58
PRL_23_05_03,Primary control Auction 20:00 bis 24:00,58
PRL_23_05_04,Primary control Auction 00:00 bis 04:00,48
PRL_23_05_04,Primary control Auction 04:00 bis 08:00,56
PRL_23_05_04,Primary control Auction 08:00 bis 12:00,60
PRL_23_05_04,Primary control Auction 12:00 bis 16:00,62
PRL_23_05_04,Primary control Auction 16:00 bis 20:00,55
PRL_23_05_04,Primary control Auction 20:00 bis 24:00,54
PRL_23_05_05,Primary control Auction 00:00 bis 04:00,43
PRL_23_05_05,Primary control Auction 04:00 bis 08:00,35
PRL_23_05_05,Primary control Auction 08:00 bis 12:00,50
PRL_23_05_05,Primary control Auction 12:00 bis 16:00,63
PRL_23_05_05,Primary control Auction 16:00 bis 20:00,35
PRL_23_05_05,Primary control Auction 20:00 bis 24:00,30
PRL_23_05_06,Primary control Auction 00:00 bis 04:00,29
PRL_23_05_06,Primary control Auction 04:00 bis 08:00,41
PRL_23_05_06,Primary control Auction 08:00 bis 12:00,39
PRL_23_05_06,Primary control Auction 12:00 bis 16:00,58
PRL_23_05_06,Primary control Auction 16:00 bis 20:00,55
PRL_23_05_06,Primary control Auction 20:00 bis 24:00,57
PRL_23_05_07,Primary control Auction 00:00 bis 04:00,52
PRL_23_05_07,Primary control Auction 04:00 bis 08:00,51
PRL_23_05_07,Primary control Auction 08:00 bis 12:00,56
PRL_23_05_07,Primary control Auction 12:00 bis 16:00,45
PRL_23_05_07,Primary control Auction 16:00 bis 20:00,60
PRL_23_05_07,Primary control Auction 20:00 bis 24:00,81
PRL_23_05_08,Primary control Auction 00:00 bis 04:00,50
PRL_23_05_08,Primary control Auction 04:00 bis 08:00,55
PRL_23_05_08,Primary control Auction 08:00 bis 12:00,91
PRL_23_05_08,Primary control Auction 12:00 bis 16:00,59
PRL_23_05_08,Primary control Auction 16:00 bis 20:00,63
PRL_23_05_08,Primary control Auction 20:00 bis 24:00,80
PRL_23_05_09,Primary control Auction 00:00 bis 04:00,42
PRL_23_05_09,Primary control Auction 04:00 bis 08:00,63
PRL_23_05_09,Primary control Auction 08:00 bis 12:00,85
PRL_23_05_09,Primary control Auction 12:00 bis 16:00,83
PRL_23_05_09,Primary control Auction 16:00 bis 20:00,76
PRL_23_05_09,Primary control Auction 20:00 bis 24:00,59
PRL_23_05_10,Primary control Auction 00:00 bis 04:00,21
PRL_23_05_10,Primary control Auction 04:00 bis 08:00,53
PRL_23_05_10,Primary control Auction 08:00 bis 12:00,62
PRL_23_05_10,Primary control Auction 12:00 bis 16:00,63
PRL_23_05_10,Primary control Auction 16:00 bis 20:00,66
PRL_23_05_10,Primary control Auction 20:00 bis 24:00,73
PRL_23_05_11,Primary control Auction 00:00 bis 04:00,67
PRL_23_05_11,Primary control Auction 04:00 bis 08:00,69
PRL_23_05_11,Primary control Auction 08:00 bis 12:00,57
PRL_23_05_11,Primary control Auction 12:00 bis 16:00,52
PRL_23_05_11,Primary control Auction 16:00 bis 20:00,55
PRL_23_05_11,Primary control Auction 20:00 bis 24:00,66
PRL_23_05_12,Primary control Auction 00:00 bis 04:00,51
PRL_23_05_12,Primary control Auction 04:00 bis 08:00,87
PRL_23_05_12,Primary control Auction 08:00 bis 12:00,69
PRL_23_05_12,Primary control Auction 12:00 bis 16:00,53
PRL_23_05_12,Primary control Auction 16:00 bis 20:00,73
PRL_23_05_12,Primary control Auction 20:00 bis 24:00,69
PRL_23_05_13,Primary control Auction 00:00 bis 04:00,63
PRL_23_05_13,Primary control Auction 04:00 bis 08:00,52
PRL_23_05_13,Primary control Auction 08:00 bis 12:00,72
PRL_23_05_13,Primary control Auction 12:00 bis 16:00,48
PRL_23_05_13,Primary control Auction 16:00 bis 20:00,62
PRL_23_05_13,Primary control Auction 20:00 bis 24:00,58
PRL_23_05_14,Primary control Auction 00:00 bis 04:00,64
PRL_23_05_14,Primary control Auction 04:00 bis 08:00,57
PRL_23_05_14,Primary control Auction 08:00 bis 12:00,75
PRL_23_05_14,Primary control Auction 12:00 bis 16:00,85
PRL_23_05_14,Primary control Auction 16:00 bis 20:00,82
PRL_23_05_14,Primary control Auction 20:00 bis 24:00,48
PRL_23_05_15,Primary control Auction 00:00 bis 04:00,53
PRL_23_05_15,Primary control Auction 04:00 bis 08:00,58
PRL_23_05_15,Primary control Auction 08:00 bis 12:00,141
PRL_23_05_15,Primary control Auction 12:00 bis 16:00,109
PRL_23_05_15,Primary control Auction 16:00 bis 20:00,105
PRL_23_05_15,Primary control Auction 20:00 bis 24:00,53
PRL_23_05_16,Primary control Auction 00:00 bis 04:00,63
PRL_23_05_16,Primary control Auction 04:00 bis 08:00,67
PRL_23_05_16,Primary control Auction 08:00 bis 12:00,117
PRL_23_05_16,Primary control Auction 12:00 bis 16:00,92
PRL_23_05_16,Primary control Auction 16:00 bis 20:00,87
PRL_23_05_16,Primary control Auction 20:00 bis 24:00,66
PRL_23_05_17,Primary control Auction 00:00 bis 04:00,22
PRL_23_05_17,Primary control Auction 04:00 bis 08:00,37
PRL_23_05_17,Primary control Auction 08:00 bis 12:00,72
PRL_23_05_17,Primary control Auction 12:00 bis 16:00,89
PRL_23_05_17,Primary control Auction 16:00 bis 20:00,30
PRL_23_05_17,Primary control Auction 20:00 bis 24:00,28
PRL_23_05_18,Primary control Auction 00:00 bis 04:00,47
PRL_23_05_18,Primary control Auction 04:00 bis 08:00,24
PRL_23_05_18,Primary control Auction 08:00 bis 12:00,53
PRL_23_05_18,Primary control Auction 12:00 bis 16:00,77
PRL_23_05_18,Primary control Auction 16:00 bis 20:00,79
PRL_23_05_18,Primary control Auction 20:00 bis 24:00,51
PRL_23_05_19,Primary control Auction 00:00 bis 04:00,62
PRL_23_05_19,Primary control Auction 04:00 bis 08:00,39
PRL_23_05_19,Primary control Auction 08:00 bis 12:00,50
PRL_23_05_19,Primary control Auction 12:00 bis 16:00,43
PRL_23_05_19,Primary control Auction 16:00 bis 20:00,61
PRL_23_05_19,Primary control Auction 20:00 bis 24:00,64
PRL_23_05_20,Primary control Auction 00:00 bis 04:00,59
PRL_23_05_20,Primary control Auction 04:00 bis 08:00,58
PRL_23_05_20,Primary control Auction 08:00 bis 12:00,67
PRL_23_05_20,Primary control Auction 12:00 bis 16:00,83
PRL_23_05_20,Primary control Auction 16:00 bis 20:00,78
PRL_23_05_20,Primary control Auction 20:00 bis 24:00,68
PRL_23_05_21,Primary control Auction 00:00 bis 04:00,55
PRL_23_05_21,Primary control Auction 04:00 bis 08:00,54
PRL_23_05_21,Primary control Auction 08:00 bis 12:00,67
PRL_23_05_21,Primary control Auction 12:00 bis 16:00,72
PRL_23_05_21,Primary control Auction 16:00 bis 20:00,85
PRL_23_05_21,Primary control Auction 20:00 bis 24:00,78
PRL_23_05_22,Primary control Auction 00:00 bis 04:00,77
PRL_23_05_22,Primary control Auction 04:00 bis 08:00,75
PRL_23_05_22,Primary control Auction 08:00 bis 12:00,79
PRL_23_05_22,Primary control Auction 12:00 bis 16:00,59
PRL_23_05_22,Primary control Auction 16:00 bis 20:00,76
PRL_23_05_22,Primary control Auction 20:00 bis 24:00,84
PRL_23_05_23,Primary control Auction 00:00 bis 04:00,57
PRL_23_05_23,Primary control Auction 04:00 bis 08:00,66
PRL_23_05_23,Primary control Auction 08:00 bis 12:00,65
PRL_23_05_23,Primary control Auction 12:00 bis 16:00,71
PRL_23_05_23,Primary control Auction 16:00 bis 20:00,94
PRL_23_05_23,Primary control Auction 20:00 bis 24:00,76
PRL_23_05_24,Primary control Auction 00:00 bis 04:00,67
PRL_23_05_24,Primary control Auction 04:00 bis 08:00,68
PRL_23_05_24,Primary control Auction 08:00 bis 12:00,83
PRL_23_05_24,Primary control Auction 12:00 bis 16:00,76
PRL_23_05_24,Primary control Auction 16:00 bis 20:00,73
PRL_23_05_24,Primary control Auction 20:00 bis 24:00,80
PRL_23_05_25,Primary control Auction 00:00 bis 04:00,77
PRL_23_05_25,Primary control Auction 04:00 bis 08:00,90
PRL_23_05_25,Primary control Auction 08:00 bis 12:00,128
PRL_23_05_25,Primary control Auction 12:00 bis 16:00,100
PRL_23_05_25,Primary control Auction 16:00 bis 20:00,105
PRL_23_05_25,Primary control Auction 20:00 bis 24:00,120
PRL_23_05_26,Primary control Auction 00:00 bis 04:00,99
PRL_23_05_26,Primary control Auction 04:00 bis 08:00,100
PRL_23_05_26,Primary control Auction 08:00 bis 12:00,96
PRL_23_05_26,Primary control Auction 12:00 bis 16:00,106
PRL_23_05_26,Primary control Auction 16:00 bis 20:00,93
PRL_23_05_26,Primary control Auction 20:00 bis 24:00,82
PRL_23_05_27,Primary control Auction 00:00 bis 04:00,39
PRL_23_05_27,Primary control Auction 04:00 bis 08:00,62
PRL_23_05_27,Primary control Auction 08:00 bis 12:00,82
PRL_23_05_27,Primary control Auction 12:00 bis 16:00,70
PRL_23_05_27,Primary control Auction 16:00 bis 20:00,86
PRL_23_05_27,Primary control Auction 20:00 bis 24:00,81
PRL_23_05_28,Primary control Auction 00:00 bis 04:00,70
PRL_23_05_28,Primary control Auction 04:00 bis 08:00,61
PRL_23_05_28,Primary control Auction 08:00 bis 12:00,65
PRL_23_05_28,Primary control Auction 12:00 bis 16:00,57
PRL_23_05_28,Primary control Auction 16:00 bis 20:00,82
PRL_23_05_28,Primary control Auction 20:00 bis 24:00,74
PRL_23_05_29,Primary control Auction 00:00 bis 04:00,52
PRL_23_05_29,Primary control Auction 04:00 bis 08:00,55
PRL_23_05_29,Primary control Auction 08:00 bis 12:00,63
PRL_23_05_29,Primary control Auction 12:00 bis 16:00,58
PRL_23_05_29,Primary control Auction 16:00 bis 20:00,80
PRL_23_05_29,Primary control Auction 20:00 bis 24:00,79
PRL_23_05_30,Primary control Auction 00:00 bis 04:00,162
PRL_23_05_30,Primary control Auction 04:00 bis 08:00,162
PRL_23_05_30,Primary control Auction 08:00 bis 12:00,99
PRL_23_05_30,Primary control Auction 12:00 bis 16:00,54
PRL_23_05_30,Primary control Auction 16:00 bis 20:00,77
PRL_23_05_30,Primary control Auction 20:00 bis 24:00,53
