Ausschreibung,Beschreibung,Total_MW
PRL_23_10_28,Primary control Auction 00:00 bis 04:00,68
PRL_23_10_28,Primary control Auction 04:00 bis 08:00,73
PRL_23_10_28,Primary control Auction 08:00 bis 12:00,66
PRL_23_10_28,Primary control Auction 12:00 bis 16:00,56
PRL_23_10_28,Primary control Auction 16:00 bis 20:00,97
PRL_23_10_28,Primary control Auction 20:00 bis 24:00,61
PRL_23_10_29,Primary control Auction 00:00 bis 04:00,51
PRL_23_10_29,Primary control Auction 04:00 bis 08:00,52
PRL_23_10_29,Primary control Auction 08:00 bis 12:00,47
PRL_23_10_29,Primary control Auction 12:00 bis 16:00,50
PRL_23_10_29,Primary control Auction 16:00 bis 20:00,65
PRL_23_10_29,Primary control Auction 20:00 bis 24:00,55
PRL_23_10_30,Primary control Auction 00:00 bis 04:00,62
PRL_23_10_30,Primary control Auction 04:00 bis 08:00,74
PRL_23_10_30,Primary control Auction 08:00 bis 12:00,103
PRL_23_10_30,Primary control Auction 12:00 bis 16:00,137
PRL_23_10_30,Primary control Auction 16:00 bis 20:00,128
PRL_23_10_30,Primary control Auction 20:00 bis 24:00,87
PRL_23_10_31,Primary control Auction 00:00 bis 04:00,53
PRL_23_10_31,Primary control Auction 04:00 bis 08:00,54
PRL_23_10_31,Primary control Auction 08:00 bis 12:00,53
PRL_23_10_31,Primary control Auction 12:00 bis 16:00,46
PRL_23_10_31,Primary control Auction 16:00 bis 20:00,62
PRL_23_10_31,Primary control Auction 20:00 bis 24:00,50
PRL_23_11_01,Primary control Auction 00:00 bis 04:00,36
PRL_23_11_01,Primary control Auction 04:00 bis 08:00,43
PRL_23_11_01,Primary control Auction 08:00 bis 12:00,56
PRL_23_11_01,Primary control Auction 12:00 bis 16:00,77
PRL_23_11_01,Primary control Auction 16:00 bis 20:00,64
PRL_23_11_01,Primary control Auction 20:00 bis 24:00,42
PRL_23_11_02,Primary control Auction 00:00 bis 04:00,21
PRL_23_11_02,Primary control Auction 04:00 bis 08:00,31
PRL_23_11_02,Primary control Auction 08:00 bis 12:00,49
PRL_23_11_02,Primary control Auction 12:00 bis 16:00,43
PRL_23_11_02,Primary control Auction 16:00 bis 20:00,36
PRL_23_11_02,Primary control Auction 20:00 bis 24:00,25
PRL_23_11_03,Primary control Auction 00:00 bis 04:00,33
PRL_23_11_03,Primary control Auction 04:00 bis 08:00,37
PRL_23_11_03,Primary control Auction 08:00 bis 12:00,45
PRL_23_11_03,Primary control Auction 12:00 bis 16:00,34
PRL_23_11_03,Primary control Auction 16:00 bis 20:00,51
PRL_23_11_03,Primary control Auction 20:00 bis 24:00,44
PRL_23_11_04,Primary control Auction 00:00 bis 04:00,54
PRL_23_11_04,Primary control Auction 04:00 bis 08:00,60
PRL_23_11_04,Primary control Auction 08:00 bis 12:00,60
PRL_23_11_04,Primary control Auction 12:00 bis 16:00,103
PRL_23_11_04,Primary control Auction 16:00 bis 20:00,89
PRL_23_11_04,Primary control Auction 20:00 bis 24:00,76
PRL_23_11_05,Primary control Auction 00:00 bis 04:00,37
PRL_23_11_05,Primary control Auction 04:00 bis 08:00,37
PRL_23_11_05,Primary control Auction 08:00 bis 12:00,39
PRL_23_11_05,Primary control Auction 12:00 bis 16:00,51
PRL_23_11_05,Primary control Auction 16:00 bis 20:00,51
PRL_23_11_05,Primary control Auction 20:00 bis 24:00,46
PRL_23_11_06,Primary control Auction 00:00 bis 04:00,37
PRL_23_11_06,Primary control Auction 04:00 bis 08:00,42
PRL_23_11_06,Primary control Auction 08:00 bis 12:00,54
PRL_23_11_06,Primary control Auction 12:00 bis 16:00,60
PRL_23_11_06,Primary control Auction 16:00 bis 20:00,60
PRL_23_11_06,Primary control Auction 20:00 bis 24:00,50
PRL_23_11_07,Primary control Auction 00:00 bis 04:00,44
PRL_23_11_07,Primary control Auction 04:00 bis 08:00,43
PRL_23_11_07,Primary control Auction 08:00 bis 12:00,59
PRL_23_11_07,Primary control Auction 12:00 bis 16:00,75
PRL_23_11_07,Primary control Auction 16:00 bis 20:00,66
PRL_23_11_07,Primary control Auction 20:00 bis 24:00,51
PRL_23_11_08,Primary control Auction 00:00 bis 04:00,37
PRL_23_11_08,Primary control Auction 04:00 bis 08:00,34
PRL_23_11_08,Primary control Auction 08:00 bis 12:00,49
PRL_23_11_08,Primary control Auction 12:00 bis 16:00,50
PRL_23_11_08,Primary control Auction 16:00 bis 20:00,56
PRL_23_11_08,Primary control Auction 20:00 bis 24:00,47
PRL_23_11_09,Primary control Auction 00:00 bis 04:00,45
PRL_23_11_09,Primary control Auction 04:00 bis 08:00,43
PRL_23_11_09,Primary control Auction 08:00 bis 12:00,67
PRL_23_11_09,Primary control Auction 12:00 bis 16:00,40
PRL_23_11_09,Primary control Auction 16:00 bis 20:00,57
PRL_23_11_09,Primary control Auction 20:00 bis 24:00,52
PRL_23_11_10,Primary control Auction 00:00 bis 04:00,44
PRL_23_11_10,Primary control Auction 04:00 bis 08:00,38
PRL_23_11_10,Primary control Auction 08:00 bis 12:00,42
PRL_23_11_10,Primary control Auction 12:00 bis 16:00,41
PRL_23_11_10,Primary control Auction 16:00 bis 20:00,83
PRL_23_11_10,Primary control Auction 20:00 bis 24:00,58
PRL_23_11_11,Primary control Auction 00:00 bis 04:00,32
PRL_23_11_11,Primary control Auction 04:00 bis 08:00,45
PRL_23_11_11,Primary control Auction 08:00 bis 12:00,25
PRL_23_11_11,Primary control Auction 12:00 bis 16:00,30
PRL_23_11_11,Primary control Auction 16:00 bis 20:00,62
PRL_23_11_11,Primary control Auction 20:00 bis 24:00,46
PRL_23_11_12,Primary control Auction 00:00 bis 04:00,51
PRL_23_11_12,Primary control Auction 04:00 bis 08:00,43
PRL_23_11_12,Primary control Auction 08:00 bis 12:00,52
PRL_23_11_12,Primary control Auction 12:00 bis 16:00,42
PRL_23_11_12,Primary control Auction 16:00 bis 20:00,52
PRL_23_11_12,Primary control Auction 20:00 bis 24:00,44
PRL_23_11_13,Primary control Auction 00:00 bis 04:00,48
PRL_23_11_13,Primary control Auction 04:00 bis 08:00,43
PRL_23_11_13,Primary control Auction 08:00 bis 12:00,66
PRL_23_11_13,Primary control Auction 12:00 bis 16:00,47
PRL_23_11_13,Primary control Auction 16:00 bis 20:00,62
PRL_23_11_13,Primary control Auction 20:00 bis 24:00,57
PRL_23_11_14,Primary control Auction 00:00 bis 04:00,60
PRL_23_11_14,Primary control Auction 04:00 bis 08:00,60
PRL_23_11_14,Primary control Auction 08:00 bis 12:00,50
PRL_23_11_14,Primary control Auction 12:00 bis 16:00,44
PRL_23_11_14,Primary control Auction 16:00 bis 20:00,90
PRL_23_11_14,Primary control Auction 20:00 bis 24:00,62
PRL_23_11_15,Primary control Auction 00:00 bis 04:00,62
PRL_23_11_15,Primary control Auction 04:00 bis 08:00,48
PRL_23_11_15,Primary control Auction 08:00 bis 12:00,40
PRL_23_11_15,Primary control Auction 12:00 bis 16:00,41
PRL_23_11_15,Primary control Auction 16:00 bis 20:00,67
PRL_23_11_15,Primary control Auction 20:00 bis 24:00,41
PRL_23_11_16,Primary control Auction 00:00 bis 04:00,50
PRL_23_11_16,Primary control Auction 04:00 bis 08:00,44
PRL_23_11_16,Primary control Auction 08:00 bis 12:00,42
PRL_23_11_16,Primary control Auction 12:00 bis 16:00,40
PRL_23_11_16,Primary control Auction 16:00 bis 20:00,92
PRL_23_11_16,Primary control Auction 20:00 bis 24:00,28
PRL_23_11_17,Primary control Auction 00:00 bis 04:00,43
PRL_23_11_17,Primary control Auction 04:00 bis 08:00,42
PRL_23_11_17,Primary control Auction 08:00 bis 12:00,31
PRL_23_11_17,Primary control Auction 12:00 bis 16:00,21
PRL_23_11_17,Primary control Auction 16:00 bis 20:00,34
PRL_23_11_17,Primary control Auction 20:00 bis 24:00,35
PRL_23_11_18,Primary control Auction 00:00 bis 04:00,31
PRL_23_11_18,Primary control Auction 04:00 bis 08:00,33
PRL_23_11_18,Primary control Auction 08:00 bis 12:00,48
PRL_23_11_18,Primary control Auction 12:00 bis 16:00,35
PRL_23_11_18,Primary control Auction 16:00 bis 20:00,61
PRL_23_11_18,Primary control Auction 20:00 bis 24:00,67
PRL_23_11_19,Primary control Auction 00:00 bis 04:00,39
PRL_23_11_19,Primary control Auction 04:00 bis 08:00,47
PRL_23_11_19,Primary control Auction 08:00 bis 12:00,47
PRL_23_11_19,Primary control Auction 12:00 bis 16:00,30
PRL_23_11_19,Primary control Auction 16:00 bis 20:00,44
PRL_23_11_19,Primary control Auction 20:00 bis 24:00,39
PRL_23_11_20,Primary control Auction 00:00 bis 04:00,53
PRL_23_11_20,Primary control Auction 04:00 bis 08:00,57
PRL_23_11_20,Primary control Auction 08:00 bis 12:00,56
PRL_23_11_20,Primary control Auction 12:00 bis 16:00,49
PRL_23_11_20,Primary control Auction 16:00 bis 20:00,105
PRL_23_11_20,Primary control Auction 20:00 bis 24:00,52
PRL_23_11_21,Primary control Auction 00:00 bis 04:00,41
PRL_23_11_21,Primary control Auction 04:00 bis 08:00,45
PRL_23_11_21,Primary control Auction 08:00 bis 12:00,75
PRL_23_11_21,Primary control Auction 12:00 bis 16:00,74
PRL_23_11_21,Primary control Auction 16:00 bis 20:00,102
PRL_23_11_21,Primary control Auction 20:00 bis 24:00,43
PRL_23_11_22,Primary control Auction 00:00 bis 04:00,34
PRL_23_11_22,Primary control Auction 04:00 bis 08:00,42
PRL_23_11_22,Primary control Auction 08:00 bis 12:00,100
PRL_23_11_22,Primary control Auction 12:00 bis 16:00,53
PRL_23_11_22,Primary control Auction 16:00 bis 20:00,66
PRL_23_11_22,Primary control Auction 20:00 bis 24:00,52
PRL_23_11_23,Primary control Auction 00:00 bis 04:00,70
PRL_23_11_23,Primary control Auction 04:00 bis 08:00,74
PRL_23_11_23,Primary control Auction 08:00 bis 12:00,74
PRL_23_11_23,Primary control Auction 12:00 bis 16:00,73
PRL_23_11_23,Primary control Auction 16:00 bis 20:00,72
PRL_23_11_23,Primary control Auction 20:00 bis 24:00,58
PRL_23_11_24,Primary control Auction 00:00 bis 04:00,108
PRL_23_11_24,Primary control Auction 04:00 bis 08:00,101
PRL_23_11_24,Primary control Auction 08:00 bis 12:00,99
PRL_23_11_24,Primary control Auction 12:00 bis 16:00,102
PRL_23_11_24,Primary control Auction 16:00 bis 20:00,97
PRL_23_11_24,Primary control Auction 20:00 bis 24:00,92
PRL_23_11_25,Primary control Auction 00:00 bis 04:00,59
PRL_23_11_25,Primary control Auction 04:00 bis 08:00,61
PRL_23_11_25,Primary control Auction 08:00 bis 12:00,58
PRL_23_11_25,Primary control Auction 12:00 bis 16:00,61
PRL_23_11_25,Primary control Auction 16:00 bis 20:00,66
PRL_23_11_25,Primary control Auction 20:00 bis 24:00,55
PRL_23_11_26,Primary control Auction 00:00 bis 04:00,86
PRL_23_11_26,Primary control Auction 04:00 bis 08:00,51
PRL_23_11_26,Primary control Auction 08:00 bis 12:00,44
PRL_23_11_26,Primary control Auction 12:00 bis 16:00,51
PRL_23_11_26,Primary control Auction 16:00 bis 20:00,39
PRL_23_11_26,Primary control Auction 20:00 bis 24:00,46
PRL_23_11_27,Primary control Auction 00:00 bis 04:00,34
PRL_23_11_27,Primary control Auction 04:00 bis 08:00,49
PRL_23_11_27,Primary control Auction 08:00 bis 12:00,40
PRL_23_11_27,Primary control Auction 12:00 bis 16:00,57
PRL_23_11_27,Primary control Auction 16:00 bis 20:00,53
PRL_23_11_27,Primary control Auction 20:00 bis 24:00,50
PRL_23_11_28,Primary control Auction 00:00 bis 04:00,30
PRL_23_11_28,Primary control Auction 04:00 bis 08:00,47
PRL_23_11_28,Primary control Auction 08:00 bis 12:00,105
PRL_23_11_28,Primary control Auction 12:00 bis 16:00,121
PRL_23_11_28,Primary control Auction 16:00 bis 20:00,91
PRL_23_11_28,Primary control Auction 20:00 bis 24:00,38
PRL_23_11_29,Primary control Auction 00:00 bis 04:00,52
PRL_23_11_29,Primary control Auction 04:00 bis 08:00,85
PRL_23_11_29,Primary control Auction 08:00 bis 12:00,116
PRL_23_11_29,Primary control Auction 12:00 bis 16:00,92
PRL_23_11_29,Primary control Auction 16:00 bis 20:00,134
PRL_23_11_29,Primary control Auction 20:00 bis 24:00,68
PRL_23_11_30,Primary control Auction 00:00 bis 04:00,70
PRL_23_11_30,Primary control Auction 04:00 bis 08:00,100
PRL_23_11_30,Primary control Auction 08:00 bis 12:00,123
PRL_23_11_30,Primary control Auction 12:00 bis 16:00,96
PRL_23_11_30,Primary control Auction 16:00 bis 20:00,112
PRL_23_11_30,Primary control Auction 20:00 bis 24:00,62
PRL_23_12_01,Primary control Auction 00:00 bis 04:00,147
PRL_23_12_01,Primary control Auction 04:00 bis 08:00,92
PRL_23_12_01,Primary control Auction 08:00 bis 12:00,106
PRL_23_12_01,Primary control Auction 12:00 bis 16:00,114
PRL_23_12_01,Primary control Auction 16:00 bis 20:00,117
PRL_23_12_01,Primary control Auction 20:00 bis 24:00,75
PRL_23_12_02,Primary control Auction 00:00 bis 04:00,85
PRL_23_12_02,Primary control Auction 04:00 bis 08:00,105
PRL_23_12_02,Primary control Auction 08:00 bis 12:00,113
PRL_23_12_02,Primary control Auction 12:00 bis 16:00,107
PRL_23_12_02,Primary control Auction 16:00 bis 20:00,53
PRL_23_12_02,Primary control Auction 20:00 bis 24:00,111
PRL_23_12_03,Primary control Auction 00:00 bis 04:00,25
PRL_23_12_03,Primary control Auction 04:00 bis 08:00,35
PRL_23_12_03,Primary control Auction 08:00 bis 12:00,35
PRL_23_12_03,Primary control Auction 12:00 bis 16:00,55
PRL_23_12_03,Primary control Auction 16:00 bis 20:00,77
PRL_23_12_03,Primary control Auction 20:00 bis 24:00,58
PRL_23_12_04,Primary control Auction 00:00 bis 04:00,32
PRL_23_12_04,Primary control Auction 04:00 bis 08:00,70
PRL_23_12_04,Primary control Auction 08:00 bis 12:00,65
PRL_23_12_04,Primary control Auction 12:00 bis 16:00,78
PRL_23_12_04,Primary control Auction 16:00 bis 20:00,124
PRL_23_12_04,Primary control Auction 20:00 bis 24:00,69
PRL_23_12_05,Primary control Auction 00:00 bis 04:00,46
PRL_23_12_05,Primary control Auction 04:00 bis 08:00,44
PRL_23_12_05,Primary control Auction 08:00 bis 12:00,81
PRL_23_12_05,Primary control Auction 12:00 bis 16:00,83
PRL_23_12_05,Primary control Auction 16:00 bis 20:00,119
PRL_23_12_05,Primary control Auction 20:00 bis 24:00,49
PRL_23_12_06,Primary control Auction 00:00 bis 04:00,49
PRL_23_12_06,Primary control Auction 04:00 bis 08:00,74
PRL_23_12_06,Primary control Auction 08:00 bis 12:00,106
PRL_23_12_06,Primary control Auction 12:00 bis 16:00,95
PRL_23_12_06,Primary control Auction 16:00 bis 20:00,137
PRL_23_12_06,Primary control Auction 20:00 bis 24:00,67
PRL_23_12_07,Primary control Auction 00:00 bis 04:00,43
PRL_23_12_07,Primary control Auction 04:00 bis 08:00,50
PRL_23_12_07,Primary control Auction 08:00 bis 12:00,99
PRL_23_12_07,Primary control Auction 12:00 bis 16:00,87
PRL_23_12_07,Primary control Auction 16:00 bis 20:00,94
PRL_23_12_07,Primary control Auction 20:00 bis 24:00,46
PRL_23_12_08,Primary control Auction 00:00 bis 04:00,41
PRL_23_12_08,Primary control Auction 04:00 bis 08:00,45
PRL_23_12_08,Primary control Auction 08:00 bis 12:00,75
PRL_23_12_08,Primary control Auction 12:00 bis 16:00,74
PRL_23_12_08,Primary control Auction 16:00 bis 20:00,93
PRL_23_12_08,Primary control Auction 20:00 bis 24:00,45
PRL_23_12_09,Primary control Auction 00:00 bis 04:00,44
PRL_23_12_09,Primary control Auction 04:00 bis 08:00,35
PRL_23_12_09,Primary control Auction 08:00 bis 12:00,39
PRL_23_12_09,Primary control Auction 12:00 bis 16:00,39
PRL_23_12_09,Primary control Auction 16:00 bis 20:00,60
PRL_23_12_09,Primary control Auction 20:00 bis 24:00,39
PRL_23_12_10,Primary control Auction 00:00 bis 04:00,52
PRL_23_12_10,Primary control Auction 04:00 bis 08:00,62
PRL_23_12_10,Primary control Auction 08:00 bis 12:00,59
PRL_23_12_10,Primary control Auction 12:00 bis 16:00,48
PRL_23_12_10,Primary control Auction 16:00 bis 20:00,64
PRL_23_12_10,Primary control Auction 20:00 bis 24:00,52
PRL_23_12_11,Primary control Auction 00:00 bis 04:00,51
PRL_23_12_11,Primary control Auction 04:00 bis 08:00,64
PRL_23_12_11,Primary control Auction 08:00 bis 12:00,76
PRL_23_12_11,Primary control Auction 12:00 bis 16:00,80
PRL_23_12_11,Primary control Auction 16:00 bis 20:00,94
PRL_23_12_11,Primary control Auction 20:00 bis 24:00,87
PRL_23_12_12,Primary control Auction 00:00 bis 04:00,47
PRL_23_12_12,Primary control Auction 04:00 bis 08:00,43
PRL_23_12_12,Primary control Auction 08:00 bis 12:00,50
PRL_23_12_12,Primary control Auction 12:00 bis 16:00,61
PRL_23_12_12,Primary control Auction 16:00 bis 20:00,88
PRL_23_12_12,Primary control Auction 20:00 bis 24:00,62
PRL_23_12_13,Primary control Auction 00:00 bis 04:00,48
PRL_23_12_13,Primary control Auction 04:00 bis 08:00,55
PRL_23_12_13,Primary control Auction 08:00 bis 12:00,50
PRL_23_12_13,Primary control Auction 12:00 bis 16:00,63
PRL_23_12_13,Primary control Auction 16:00 bis 20:00,68
PRL_23_12_13,Primary control Auction 20:00 bis 24:00,38
PRL_23_12_14,Primary control Auction 00:00 bis 04:00,39
PRL_23_12_14,Primary control Auction 04:00 bis 08:00,64
PRL_23_12_14,Primary control Auction 08:00 bis 12:00,60
PRL_23_12_14,Primary control Auction 12:00 bis 16:00,77
PRL_23_12_14,Primary control Auction 16:00 bis 20:00,97
PRL_23_12_14,Primary control Auction 20:00 bis 24:00,49
PRL_23_12_15,Primary control Auction 00:00 bis 04:00,62
PRL_23_12_15,Primary control Auction 04:00 bis 08:00,71
PRL_23_12_15,Primary control Auction 08:00 bis 12:00,88
PRL_23_12_15,Primary control Auction 12:00 bis 16:00,86
PRL_23_12_15,Primary control Auction 16:00 bis 20:00,116
PRL_23_12_15,Primary control Auction 20:00 bis 24:00,62
PRL_23_12_16,Primary control Auction 00:00 bis 04:00,63
PRL_23_12_16,Primary control Auction 04:00 bis 08:00,68
PRL_23_12_16,Primary control Auction 08:00 bis 12:00,58
PRL_23_12_16,Primary control Auction 12:00 bis 16:00,50
PRL_23_12_16,Primary control Auction 16:00 bis 20:00,81
PRL_23_12_16,Primary control Auction 20:00 bis 24:00,56
PRL_23_12_17,Primary control Auction 00:00 bis 04:00,52
PRL_23_12_17,Primary control Auction 04:00 bis 08:00,52
PRL_23_12_17,Primary control Auction 08:00 bis 12:00,48
PRL_23_12_17,Primary control Auction 12:00 bis 16:00,41
PRL_23_12_17,Primary control Auction 16:00 bis 20:00,43
PRL_23_12_17,Primary control Auction 20:00 bis 24:00,48
PRL_23_12_18,Primary control Auction 00:00 bis 04:00,50
PRL_23_12_18,Primary control Auction 04:00 bis 08:00,70
PRL_23_12_18,Primary control Auction 08:00 bis 12:00,99
PRL_23_12_18,Primary control Auction 12:00 bis 16:00,53
PRL_23_12_18,Primary control Auction 16:00 bis 20:00,110
PRL_23_12_18,Primary control Auction 20:00 bis 24:00,48
PRL_23_12_19,Primary control Auction 00:00 bis 04:00,48
PRL_23_12_19,Primary control Auction 04:00 bis 08:00,54
PRL_23_12_19,Primary control Auction 08:00 bis 12:00,110
PRL_23_12_19,Primary control Auction 12:00 bis 16:00,66
PRL_23_12_19,Primary control Auction 16:00 bis 20:00,136
PRL_23_12_19,Primary control Auction 20:00 bis 24:00,44
PRL_23_12_20,Primary control Auction 00:00 bis 04:00,54
PRL_23_12_20,Primary control Auction 04:00 bis 08:00,50
PRL_23_12_20,Primary control Auction 08:00 bis 12:00,55
PRL_23_12_20,Primary control Auction 12:00 bis 16:00,49
PRL_23_12_20,Primary control Auction 16:00 bis 20:00,55
PRL_23_12_20,Primary control Auction 20:00 bis 24:00,52
PRL_23_12_21,Primary control Auction 00:00 bis 04:00,57
PRL_23_12_21,Primary control Auction 04:00 bis 08:00,51
PRL_23_12_21,Primary control Auction 08:00 bis 12:00,51
PRL_23_12_21,Primary control Auction 12:00 bis 16:00,52
PRL_23_12_21,Primary control Auction 16:00 bis 20:00,59
PRL_23_12_21,Primary control Auction 20:00 bis 24:00,52
PRL_23_12_22,Primary control Auction 00:00 bis 04:00,38
PRL_23_12_22,Primary control Auction 04:00 bis 08:00,51
PRL_23_12_22,Primary control Auction 08:00 bis 12:00,28
PRL_23_12_22,Primary control Auction 12:00 bis 16:00,30
PRL_23_12_22,Primary control Auction 16:00 bis 20:00,33
PRL_23_12_22,Primary control Auction 20:00 bis 24:00,33
PRL_23_12_23,Primary control Auction 00:00 bis 04:00,47
PRL_23_12_23,Primary control Auction 04:00 bis 08:00,42
PRL_23_12_23,Primary control Auction 08:00 bis 12:00,40
PRL_23_12_23,Primary control Auction 12:00 bis 16:00,40
PRL_23_12_23,Primary control Auction 16:00 bis 20:00,45
PRL_23_12_23,Primary control Auction 20:00 bis 24:00,46
PRL_23_12_24,Primary control Auction 00:00 bis 04:00,44
PRL_23_12_24,Primary control Auction 04:00 bis 08:00,44
PRL_23_12_24,Primary control Auction 08:00 bis 12:00,40
PRL_23_12_24,Primary control Auction 12:00 bis 16:00,36
PRL_23_12_24,Primary control Auction 16:00 bis 20:00,45
PRL_23_12_24,Primary control Auction 20:00 bis 24:00,42
PRL_23_12_25,Primary control Auction 00:00 bis 04:00,38
PRL_23_12_25,Primary control Auction 04:00 bis 08:00,40
PRL_23_12_25,Primary control Auction 08:00 bis 12:00,33
PRL_23_12_25,Primary control Auction 12:00 bis 16:00,30
PRL_23_12_25,Primary control Auction 16:00 bis 20:00,38
PRL_23_12_25,Primary control Auction 20:00 bis 24:00,38
PRL_23_12_26,Primary control Auction 00:00 bis 04:00,36
PRL_23_12_26,Primary control Auction 04:00 bis 08:00,26
PRL_23_12_26,Primary control Auction 08:00 bis 12:00,32
PRL_23_12_26,Primary control Auction 12:00 bis 16:00,29
PRL_23_12_26,Primary control Auction 16:00 bis 20:00,43
PRL_23_12_26,Primary control Auction 20:00 bis 24:00,56
PRL_23_12_27,Primary control Auction 00:00 bis 04:00,38
PRL_23_12_27,Primary control Auction 04:00 bis 08:00,26
PRL_23_12_27,Primary control Auction 08:00 bis 12:00,24
PRL_23_12_27,Primary control Auction 12:00 bis 16:00,19
PRL_23_12_27,Primary control Auction 16:00 bis 20:00,41
PRL_23_12_27,Primary control Auction 20:00 bis 24:00,38
PRL_23_12_28,Primary control Auction 00:00 bis 04:00,57
PRL_23_12_28,Primary control Auction 04:00 bis 08:00,44
PRL_23_12_28,Primary control Auction 08:00 bis 12:00,57
PRL_23_12_28,Primary control Auction 12:00 bis 16:00,50
PRL_23_12_28,Primary control Auction 16:00 bis 20:00,59
PRL_23_12_28,Primary control Auction 20:00 bis 24:00,44
PRL_23_12_29,Primary control Auction 00:00 bis 04:00,55
PRL_23_12_29,Primary control Auction 04:00 bis 08:00,55
PRL_23_12_29,Primary control Auction 08:00 bis 12:00,45
PRL_23_12_29,Primary control Auction 12:00 bis 16:00,36
PRL_23_12_29,Primary control Auction 16:00 bis 20:00,48
PRL_23_12_29,Primary control Auction 20:00 bis 24:00,41
PRL_23_12_30,Primary control Auction 00:00 bis 04:00,47
PRL_23_12_30,Primary control Auction 04:00 bis 08:00,49
PRL_23_12_30,Primary control Auction 08:00 bis 12:00,45
PRL_23_12_30,Primary control Auction 12:00 bis 16:00,42
PRL_23_12_30,Primary control Auction 16:00 bis 20:00,48
PRL_23_12_30,Primary control Auction 20:00 bis 24:00,34
PRL_23_12_31,Primary control Auction 00:00 bis 04:00,40
PRL_23_12_31,Primary control Auction 04:00 bis 08:00,24
PRL_23_12_31,Primary control Auction 08:00 bis 12:00,32
PRL_23_12_31,Primary control Auction 12:00 bis 16:00,28
PRL_23_12_31,Primary control Auction 16:00 bis 20:00,41
PRL_23_12_31,Primary control Auction 20:00 bis 24:00,39
